92,1253 W ELMDALE,CHICAGO,IL,60660
93,1240 W ELMDALE,CHICAGO,IL,60660
94,1224 W ELMDALE,CHICAGO,IL,60660
95,5954 N LAKEWOOD,CHICAGO,IL,60660
96,5941 N LAKEWOOD,CHICAGO,IL,60660
97,5830 N LAKEWOOD,CHICAGO,IL,60660
98,5830 N LAKEWOOD,CHICAGO,IL,60660
99,0000 W LAKEWOOD,CHICAGO,IL,60660
100,5824 N LAKEWOOD,CHICAGO,IL,60660
101,5865 N MAGNOLIA,CHICAGO,IL,60660
102,5865 N MAGNOLIA,CHICAGO,IL,60660
103,5820 N MAGNOLIA,CHICAGO,IL,60660
104,1331 W ROSEDALE,CHICAGO,IL,60660
105,5815 N MAGNOLIA,CHICAGO,IL,60660
106,5860 N MAGNOLIA,CHICAGO,IL,60660
107,1314 W ROSEDALE,CHICAGO,IL,60660
108,5832 N MAGNOLIA,CHICAGO,IL,60660
109,1344 W ROSEDALE,CHICAGO,IL,60660
110,1348 W ROSEDALE,CHICAGO,IL,60660
111,5847 N MAGNOLIA,CHICAGO,IL,60660
112,1301 W ROSEDALE,CHICAGO,IL,60660
113,0000 W LAKEWOOD,CHICAGO,IL,60660
114,5854 N MAGNOLIA,CHICAGO,IL,60660
115,5875 N GLENWOOD,CHICAGO,IL,60660
116,5835 N GLENWOOD,CHICAGO,IL,60660
117,1351 W ROSEDALE,CHICAGO,IL,60660
118,5805 N GLENWOOD,CHICAGO,IL,60660
119,1322 W ROSEDALE,CHICAGO,IL,60660
120,1315 W ELMDALE,CHICAGO,IL,60660
121,1234 W ELMDALE,CHICAGO,IL,60660
122,1218 W ELMDALE,CHICAGO,IL,60660
123,1348 W THORNDALE,CHICAGO,IL,60660
124,5939 N LAKEWOOD,CHICAGO,IL,60660
125,1330 W THORNDALE,CHICAGO,IL,60660
126,1243 W THORNDALE,CHICAGO,IL,60660
127,1258 W THORNDALE,CHICAGO,IL,60660
128,1245 W ROSEDALE,CHICAGO,IL,60660
129,1217 W ROSEDALE,CHICAGO,IL,60660
130,5959 N MAGNOLIA,CHICAGO,IL,60660
131,5843 N MAGNOLIA,CHICAGO,IL,60660
